	MCC	0:1	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC 1
Fold 1	0.6589386051191396	6007:20684	0.8839309130418493	0.8202744601420175	0.9360375169212918	0.7045114033627434	0.9160200605601817	0.7618361836183618	0.9259206121472979	0.924910752449352
Fold 2	0.6581562693723356	6044:20647	0.8829568019182495	0.8206089947511055	0.934566765147479	0.7066512243547319	0.9158479282357966	0.7596940590537176	0.9251126666027423	0.9235087611018495
Fold 3	0.6575525674889876	6044:20647	0.8817953617324191	0.8235444152673584	0.9300140456240616	0.7170747849106552	0.9182287681713849	0.7499567399204015	0.9240838326234991	0.9250454489841324
Fold 4	0.6557807543144732	5915:20776	0.8803341950470196	0.8303192634651271	0.9201482479784366	0.7404902789518174	0.9256730582994384	0.7252856433184302	0.9229023848604808	0.9233165153172707
Fold 5	0.6515640753927945	5971:20720	0.8819452249822037	0.8166701274629176	0.9347972972972973	0.6985429576285379	0.9149700033067221	0.7553422672944585	0.9247773878583877	0.9208566630606491
Mean	0.6563984543375462	-	0.8821924993443482	0.8222834522177053	0.9311127745937133	0.7134541298416972	0.9181479637147048	0.7504229786410738	0.9245593768184814	0.9235276281826506
SD	0.0024023263015965153	-	0.00110139293340936	0.004173598806528202	0.005341455708849949	0.013494798001115603	0.003571907643061736	0.01205899792958423	0.0009290124370863435	0.0013781504522465775
Test set	0.18737673461204576	43741:29959	0.5563636363636364	0.5901177697477027	0.7706198471244033	0.40961569237100204	0.4720206088609924	0.7227802654403163	0.5854444021808038	0.6531123994025079
