	number	R2	MSE	RMSE	MSLE	RMSLE	MAE	Explained Variance	Max Error	Mean Poisson Distrib	Mean Gamma Distrib	Pearson r	Spearman r	Kendall tau
Fold 1	468.0	0.7150798994224162	0.4926316204980736	0.7018772118384194	0.007923419080864105	0.08901358930446578	0.5470196064354008	0.7164287583561958	2.2369930267333977	0.0707555479316172	0.01041967945727605	[0.8468242554609201]	0.8378535902924158	0.6494230040225634
Fold 2	468.0	0.6182601688049028	0.6352326822309209	0.7970148569700071	0.01057893169926972	0.10285393380551723	0.6047364294997648	0.62096770559814	3.936513633728027	0.09319146252165253	0.014029325071070386	[0.7963203390296618]	0.7817514992682737	0.5996622566946086
Fold 3	468.0	0.6644536612503316	0.5719263426101977	0.7562581190375398	0.009705701778142563	0.0985175201583077	0.5659901773827709	0.6644883474138061	3.6329211044311522	0.08395868381977739	0.012644509930114164	[0.820774008784364]	0.7976040489280306	0.6181599995547776
Fold 4	468.0	0.6196625941823213	0.6355172876992141	0.7971933816203031	0.010386138554340375	0.10191240628275036	0.5970028750916831	0.624181892016604	4.3826087379455565	0.09270042273274887	0.013814926608159915	[0.7919408859307546]	0.7688275979031909	0.5935412078339452
Fold 5	468.0	0.6381453832859458	0.6271920622300703	0.7919545834390191	0.010322998753946312	0.10160215919923313	0.607739640973572	0.6388876195943792	3.396693466186523	0.0909274857195549	0.013522784143231612	[0.8003565858797875]	0.7774365244528969	0.5927707126504448
Mean	468.0	0.6511203413891835	0.5924999990536953	0.7688596305810578	0.009783437973312614	0.09877992175005483	0.5844977458766384	0.652990864595825	3.517145993804931	0.08630672054507019	0.012886245041970426	[0.81124322]	0.7926946521689616	0.6107114361512679
SD	0.0	0.03293005927139743	0.050459681852865874	0.03360143246518404	0.0008900278357736217	0.004651615522738507	0.02180714442069725	0.032173746048432074	0.6572162614216516	0.007713438669656427	0.0012053108229584458	0.01857703465198494	0.022307066164143078	0.019548389749104916
Test set	1434.0	0.6467958853271087	0.6181487648842745	0.7862243731176708	0.010228862033318893	0.10113783680363592	0.6088122191369284	0.6577561938152885	3.4802362060546876	0.09051746495176795	0.013573269611969894	[0.8161907570562493]	0.7914480792389659	0.6062845115369783
