	MCC	0:1	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC 1
Fold 1	0.6686675794180498	6007:20684	0.8838934472294032	0.8358429057674188	0.9232256816863276	0.7484601298485101	0.9266754015625758	0.7389875082182774	0.9249473250829477	0.9274622421266596
Fold 2	0.6612113366570268	6044:20647	0.883069199355588	0.8253039406823925	0.9308858429796096	0.7197220383851753	0.9190016257052692	0.7529859788817725	0.9249055605014317	0.9260519641612369
Fold 3	0.6670995768074308	6044:20647	0.8836311865422801	0.8328054190805663	0.9257034920327408	0.7399073461283918	0.9240029006526469	0.7445887445887446	0.9248524145940192	0.9278306376733838
Fold 4	0.6496531735662535	5915:20776	0.8789104941740662	0.8254140815642992	0.9214959568733153	0.7293322062552832	0.9228284970596742	0.7256518082422203	0.9221617455806561	0.9237646476476044
Fold 5	0.6589402422265243	5971:20720	0.8814207036079578	0.8298034248869537	0.9232142857142858	0.7363925640596215	0.923972371153939	0.7343019372077488	0.9235931728749728	0.9264519946472299
Mean	0.661114381735057	-	0.882185006181859	0.829833954396326	0.9249050518572559	0.7347628569353963	0.9232961592268211	0.7393031954277527	0.9240920437268054	0.9263122972512228
SD	0.006177498561187477	-	0.0016881248635651973	0.0037637377499081465	0.0029918854727913765	0.008873698863251279	0.002274413874951262	0.008432360358262307	0.0009955235353241827	0.0013041943897237525
Test set	0.20891985275749786	43741:29959	0.5524694708276798	0.5960132692995204	0.8288661170266031	0.3631604215724378	0.4713027634375949	0.7559965733866362	0.6009171536776895	0.6705807253544095
