	MCC	0:1	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC 1
Fold 1	0.63139903165038	6007:20684	0.8753887078041287	0.8042497484965407	0.9336201895184684	0.674879307474613	0.9081546275395034	0.7470057121798416	0.920711356918089	0.913041517958308
Fold 2	0.623950904704963	6044:20647	0.8728784983702371	0.7987650907760038	0.9342277328425437	0.663302448709464	0.9045676233352091	0.7469722377492082	0.9191584665602439	0.9108491243097189
Fold 3	0.6155562704359235	6044:20647	0.8702558914990072	0.7940859152800036	0.9333075023005764	0.6548643282594309	0.9023225323094213	0.7418931583880037	0.9175535080827559	0.9042071506615394
Fold 4	0.6188077478189898	5915:20776	0.8722790453710989	0.7991452358547527	0.9304967269926838	0.6677937447168216	0.9077334835892379	0.732295142751205	0.918974163953129	0.9044565816725261
Fold 5	0.6407453196076018	5971:20720	0.8776366565508973	0.8135373901786562	0.9295366795366795	0.6975381008206331	0.9142694389062945	0.7404444444444445	0.9218398506676878	0.91205351282809
Mean	0.6260918548435717	-	0.8736877599190738	0.8019566761171915	0.9322377662381903	0.6716755859961925	0.9074095411359332	0.7417221391025406	0.9196474692363811	0.9089215774860364
SD	0.008281813174074542	-	0.0023417981019312156	0.006047181280093755	0.0017001217348049872	0.013209403284454599	0.003689454464387409	0.004933046585805147	0.00135496188594883	0.003479951463683451
Test set	0.118294858873611	43741:29959	0.5021709633649932	0.5517562761270791	0.816916452485063	0.28659609976909534	0.43955530810538984	0.6956328727595583	0.5715686961395643	0.6244959795342838
