	MCC	0:1	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC 1
Fold 1	0.6771248132400404	322:186	0.8523622047244095	0.8199592600013358	0.6989247311827957	0.9409937888198758	0.87248322147651	0.8440111420612814	0.7761194029850746	0.8900187003272557
Fold 2	0.6012598215025325	336:172	0.8228346456692913	0.7979651162790697	0.7209302325581395	0.875	0.7469879518072289	0.8596491228070176	0.7337278106508875	0.8860915005537099
Fold 3	0.6481853512355515	340:168	0.8484251968503937	0.8084733893557423	0.6904761904761905	0.9264705882352942	0.8226950354609929	0.8583106267029973	0.7508090614886731	0.8867471988795518
Fold 4	0.6261637458926615	332:176	0.8307086614173228	0.8130818729463308	0.7556818181818182	0.8704819277108434	0.7556818181818182	0.8704819277108434	0.7556818181818182	0.9021940032858707
Fold 5	0.6311926873823643	305:203	0.8248031496062992	0.8022046353872244	0.6896551724137931	0.9147540983606557	0.8433734939759037	0.8157894736842105	0.7588075880758808	0.8969393523378826
Mean	0.63678528385063	-	0.8358267716535434	0.8083368547939406	0.7111336289625474	0.9055400806253339	0.8082443041804908	0.84964845859327	0.7550291362764668	0.8923981510768542
SD	0.022961532493264204	-	0.011170284219772555	0.007103886453096503	0.022794830006882028	0.025631101897105563	0.044878869835046166	0.017259249082274428	0.012456976265877499	0.005685509605143855
Test set	0.2445129531031374	802:347	0.6379460400348129	0.6319234334912001	0.6167146974063401	0.6471321695760599	0.4305835010060362	0.7960122699386503	0.5071090047393364	0.688232588557425
