	number	R2	MSE	RMSE	MSLE	RMSLE	MAE	Explained Variance	Max Error	Mean Poisson Distrib	Mean Gamma Distrib	Pearson r	Spearman r	Kendall tau
Fold 1	26691.0	0.7244473692654732	0.32208837797617995	0.5675283058810194	0.0063181785031074435	0.079486970649959	0.38140429640286133	0.7259495521620569	4.147056575775146	0.05249150099826498	0.008800671938789547	[0.8521471590103981]	0.8209483449391456	0.6564827535006382
Fold 2	26691.0	0.7098494496543938	0.33623317051737805	0.5798561636452423	0.006634348570763491	0.08145151054930468	0.39435029726284637	0.7099300125483045	5.216506004333496	0.05473863589499608	0.009174205114513187	[0.8437340336854527]	0.8090507568716242	0.6418368857327374
Fold 3	26691.0	0.7209543726665083	0.3202070774887531	0.5658684277186289	0.006351698101501254	0.07969754137676553	0.38200914043776524	0.7209776810716145	6.476985801696777	0.0523355048914581	0.008802902572466053	[0.8495418280927326]	0.816628701940427	0.6510562019636629
Fold 4	26691.0	0.7251665821511768	0.3177618682558844	0.5637037060867034	0.006226633671195947	0.07890902148167818	0.37975348630172473	0.7265975475206401	4.5424508857727055	0.051695898055949964	0.008651803741850901	[0.8526625085372728]	0.8226542191063033	0.6578381920926976
Fold 5	26691.0	0.7175027612939122	0.32744911527523635	0.5722316971954947	0.006474358501519552	0.08046339852081537	0.3810762661120716	0.7180411403141896	5.09235977935791	0.05352530545548769	0.009001688127130553	[0.8477058585707765]	0.8211849485414102	0.6580663359673248
Mean	26691.0	0.7195841070062927	0.3247479219026864	0.5698376601054177	0.006401043469617539	0.08000168851570455	0.38371869730345387	0.7202991867233611	5.095071809387207	0.05295736905923136	0.008886254298950047	[0.84915828]	0.818093394279782	0.6530560738514122
SD	0.0	0.0050955622891837304	0.005995898164881083	0.005241105820720199	0.0001287935751103468	0.0008027578784646374	0.004899239648347911	0.005547895690601298	0.7220991009235025	0.0009738686150174943	0.00016607205026458025	0.002969065526631556	0.004517082189913185	0.005621138442993933
Test set	73700.0	-0.6091678380242143	2.4039374251917676	1.5504636162102508	0.039942853158595096	0.19985708183248121	1.228506276579744	-0.08504636108875574	5.487100257873536	0.3734686991912581	0.05906231169729904	[0.22705848124061764]	0.2250822563512055	0.1508036966849942
