	MCC	0:1	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC 1
Fold 1	0.6750659173799717	8438:17469	0.857027058324005	0.8381079104120119	0.8923807888259202	0.7838350319981038	0.895250674783208	0.7786672945608665	0.893813428129121	0.924628951287169
Fold 2	0.6637077689722756	8394:17512	0.8547826758279935	0.8260308081878407	0.9077204202832344	0.744341196092447	0.8810553153752355	0.7945066124109867	0.8941891207740339	0.9206717218339843
Fold 3	0.6711757282945128	8459:17447	0.8576777580483286	0.8286860305813415	0.9122485241015648	0.7451235370611183	0.8806994245241258	0.8045698238447792	0.89619640192573	0.9227243933534797
Fold 4	0.6594182051989464	8497:17409	0.8530842275920636	0.8192959785578936	0.9175139295766558	0.7210780275391314	0.870795398789729	0.8101282559830755	0.8935444170955471	0.9194236432042495
Fold 5	0.6555891485126866	8521:17385	0.8510769705859647	0.8181662202742133	0.9143514524014955	0.7219809881469311	0.8702983848891322	0.8051302185577804	0.8917812061711079	0.9194401272303716
Mean	0.6649913536716786	-	0.854729738075671	0.8260573896026603	0.9088430230377741	0.7432717561675463	0.8796198396722861	0.7986004410714977	0.8939049148191079	0.9213777673818508
SD	0.006593587273751241	-	0.002236877271768691	0.00658423299037872	0.008055952705370956	0.02079988194548241	0.008289645914985698	0.010208263027778199	0.0012897126960010705	0.0018463996167062588
Test set	0.6695575155737012	26068:53237	0.8556459239644411	0.830841725229438	0.9032439844469072	0.7584394660119687	0.8842101391979111	0.7933151432469304	0.8936257201263706	0.9216541395464992
