	MCC	0:1	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC 1
Fold 1	0.6667198660334663	8438:17469	0.8562550661983248	0.8252513873117546	0.9141908523670502	0.7363119222564589	0.8777136575982413	0.8056275933609959	0.895580978017048	0.9212349425646307
Fold 2	0.6545543770651538	8394:17512	0.8520805990890141	0.816526668040312	0.9175422567382366	0.7155110793423874	0.8706111833550065	0.8061744966442953	0.8934608540925268	0.9164504733089929
Fold 3	0.6728775566188532	8459:17447	0.8576391569520574	0.8323114227160389	0.9053132343669399	0.7593096110651377	0.885816835847681	0.7954179566563467	0.8954589262429843	0.9195995122051469
Fold 4	0.6596977661759706	8497:17409	0.8513085771635914	0.8265600264264946	0.8985007754609685	0.7546192773920207	0.8823828058893214	0.7839589191832742	0.8903688524590164	0.9156792239229055
Fold 5	0.6652088108484581	8521:17385	0.8545124681540955	0.825901735201097	0.9095197008915732	0.7422837695106208	0.8780541981341626	0.8008356545961003	0.8935100161048796	0.9195773071364703
Mean	0.6638116753483805	-	0.8543591735114167	0.8253102479391394	0.9090133639649537	0.7416071319133252	0.8789157361648826	0.7984029240882025	0.8936759253832909	0.9185082918276294
SD	0.005704115240481696	-	0.002193712195283562	0.004620299270930174	0.006110240738185359	0.0140960676644971	0.004669021798635771	0.007483879030765044	0.001723312240923238	0.0019151336833068112
Test set	0.6747921798695539	26068:53237	0.8579912994136561	0.8332248921991441	0.905516839791874	0.760932944606414	0.8855232462021713	0.7977157564545967	0.8954084475649169	0.9239066642504565
