		number	R2	MSE	RMSE	MSLE	RMSLE	MAE	Explained Variance	Max Error	Mean Poisson Distrib	Mean Gamma Distrib	Pearson r	Spearman r	Kendall tau
O95819_WT	Fold 4	131.0	0.036634528023824164	0.3913597920355834	0.6255875574494616	0.0074539163354781345	0.08633606624973213	0.3465591407077003	0.05044305744467248	3.807338161468506	0.06509967938178847	0.010973247688085578	0.2365423451225895	0.1102122628784896	0.08455932566438266
O95819_WT	Fold 5	131.0	0.007488160181049031	0.24586928836675367	0.49585208315258056	0.0052197232716600615	0.07224765236089033	0.32345595678664335	0.009677455157606207	1.8137018203735353	0.04245109868392526	0.007378890816440767	0.368179888570791	0.28743817644067243	0.21686213869447696
O95819_WT	Mean	131.6	0.15454573405892283	0.24597291076539354	0.4905185961971588	0.005209766343585888	0.0716776799903378	0.2975703094003709	0.17087900555984153	2.3183146049499515	0.0423579536545936	0.007399969680664623	0.45700484239956174	0.2907569597141771	0.22057677853851376
O95819_WT	SD	0.4472135954999579	0.11765604572273389	0.0703403190796255	0.06686066076900904	0.0011489521628436662	0.007750082515077681	0.03025758014654032	0.11547904949414106	0.6996931935365557	0.011109453672257168	0.0017704627252032414	0.12154763087658414	0.08672971096910173	0.06528990906820144
O95819_WT	Test set	14.0	-1.0070042053081063	0.9983801152841156	0.9991897293728131	0.01939184057059662	0.13925458904681245	0.8349064096723282	-0.3686533000920904	2.42899299621582	0.16762281153111086	0.028328391882252526	0.03444101399923002	-0.04615384615384615	-0.03296703296703297
O95835_WT	Fold 1	12.0	-0.5154589437437702	0.5190270394499589	0.7204353124673712	0.01143138144697181	0.10691763861483197	0.5732345924377441	-0.2994001768223773	1.717170238494873	0.08809649487358955	0.015030291955289524	0.19036957910965369	0.35090986283287057	0.27524094128159016
O95835_WT	Fold 2	12.0	0.044402805685192503	0.4747794608189739	0.6890424230908964	0.009666866662429238	0.09832022509346303	0.46514061450958244	0.09258035940656162	1.8079397621154785	0.08084674056778418	0.013867230044065426	0.33368397549868895	0.46654134353832605	0.396433895662848
O95835_WT	Fold 3	11.0	-0.1148487014275712	0.296155964220238	0.5442021354425559	0.006999097261357074	0.08366060758419744	0.39107484227960754	0.22809473336713115	1.1162543296813965	0.05237337871266832	0.009295307277639286	0.6285280463361077	0.40645890961922004	0.38376128944009874
O95835_WT	Fold 4	11.0	0.12329282196277724	0.6074567386228364	0.7793951107255142	0.012675099451982778	0.1125837441728724	0.65788484434648	0.12333691987080153	1.541355842590332	0.10368688367005273	0.017779288517917467	0.360854343057087	0.25775443049023705	0.21320071635561041
O95835_WT	Fold 5	11.0	0.11730756030153722	0.67728884391372	0.8229756034741977	0.012693197157886969	0.11266408992170916	0.535252281188965	0.18436717513126166	2.25891077041626	0.11207728575166503	0.018674706442839598	0.5171641038433227	0.6864930642568265	0.5427204202399745
O95835_WT	Mean	11.4	-0.06906089144436689	0.5149416094051454	0.7112101170401071	0.010693128396125575	0.10282926107741482	0.5245174349524758	0.06579580219067574	1.6883261886596679	0.08741615671515196	0.014929364847550258	0.406120009568972	0.433631522147496	0.36227145259602433
O95835_WT	SD	0.447213595499958	0.2183173935938799	0.11861177649755326	0.08718648034023871	0.0019652218303880145	0.009969598052681595	0.08327464258984449	0.17214170972315548	0.3390114662669256	0.018905573338987264	0.003028491646437362	0.13882863149209052	0.1313620892692394	0.10326915466436656
O95835_WT	Test set	179.0	-2.483174066899483	4.0442096637359075	2.0110220445673654	0.0690151836650989	0.26270741075405335	1.6635794676668816	-0.2253612514169665	4.611656570434571	0.651923706848519	0.10663677467727509	-0.07267768369028246	-0.07844157832564229	-0.03948075851739568
O96013_WT	Fold 1	12.0	-0.010697905558671783	0.6989313688300968	0.8360211533388954	0.014706944764835694	0.12127219287551329	0.6794207178751628	0.09714845707095598	1.38292163848877	0.12101797370651586	0.02108063508009561	0.4307648847353021	0.4520288599189829	0.3496029493900505
O96013_WT	Fold 2	12.0	-0.1544332298869504	0.33515377259719065	0.5789246691903798	0.007316768481852126	0.08553811128293708	0.5387886085510255	-0.1479173630792776	0.9640156669616697	0.058247837231421386	0.010185332648245135	0.44098431789006554	0.2000012311594136	0.12309149097933272
O96013_WT	Fold 3	11.0	-0.8576666602260381	2.5469068647895736	1.595903150191005	0.04722053188906998	0.21730285752624143	1.3646324941461736	-0.8555563962136352	3.3926969718933098	0.4111993913303227	0.0670901058290882	-0.34531897404950684	-0.27650415088122177	-0.18090680674665818
O96013_WT	Fold 4	11.0	-0.28390691021844394	2.038676798653321	1.4278223974477082	0.03721631976671214	0.1929153176051921	1.084161504572088	-0.2826668376802741	3.224194702148438	0.3310691980350935	0.05444097492959952	-0.07584659462033541	-0.05781216125786004	-0.0259499648053841
O96013_WT	Fold 5	11.0	-0.4783630613028138	1.1578180290553368	1.076019530052934	0.022808683653348483	0.15102544041766103	0.8110479209206322	-0.3605437810108698	2.8152008056640625	0.1806353016169868	0.028641321779678576	0.2118262758996085	0.024784079854830488	-0.04264014327112209
O96013_WT	Mean	11.4	-0.3570135534385836	1.3554973667851038	1.1029381800441846	0.025853849711163685	0.15361078394150898	0.8956102492130164	-0.30990718418262014	2.35580595703125	0.22043394038406805	0.03628767405334141	0.13248198197102679	0.06849957175882904	0.044639505109243784
O96013_WT	SD	0.447213595499958	0.26823408096117135	0.7524900673208568	0.3403732482950713	0.013309086744020229	0.04337411639867271	0.26979740121390006	0.2866397742880528	0.9058945601904665	0.12000237195171212	0.01936227044304833	0.27752971244136776	0.22408356628250792	0.16463553965785635
O96013_WT	Test set	140.0	-1.0354734898916473	0.7919035171116342	0.8898896095087493	0.01561083748399275	0.12494333709323098	0.7277160059247697	-0.5137208116569603	2.8850956878662117	0.13271436399949854	0.022428424708278046	0.15220300986542895	0.13328901591559195	0.09088105706222736
O96017_WT	Fold 1	251.0	0.46746518404495374	0.43606004821517225	0.6603484294031237	0.008802675050553559	0.09382257218043832	0.501748478391731	0.46942537776455584	2.1555573463439934	0.07252473096655972	0.012216638366669622	0.6870555469398882	0.6325689077747247	0.4665173038818623
O96017_WT	Fold 2	251.0	0.46084446076866825	0.5290853990506624	0.7273825671891391	0.010736178067572861	0.10361553005014673	0.5662269189234274	0.46647389639854164	3.272435932159423	0.08730962003084503	0.01464847878655462	0.6837354755268656	0.6028462567681823	0.4488561824095399
O96017_WT	Fold 3	251.0	0.45469816915032213	0.49931481578750236	0.7066221166843721	0.010269422547942242	0.10133815938698632	0.5462099574875546	0.4582183802125287	2.2609798889160153	0.08247868509315592	0.013826985745686192	0.6780466332817618	0.6221209011200957	0.4609795343656235
O96017_WT	Fold 4	251.0	0.4643269228387654	0.5575007880704638	0.7466597538842332	0.010830997416641603	0.10407207798752556	0.5603267259179835	0.46451199744930916	3.3856175880432122	0.09031674045323156	0.014865596611584474	0.6816513230381093	0.6731610849903876	0.5017354050805862
O96017_WT	Fold 5	251.0	0.4188110476477739	0.6345403703400564	0.7965804230208375	0.012379251432896882	0.11126208443534069	0.5978266437424131	0.4332412044463101	2.7246425857543937	0.10444503571303042	0.0174472956259036	0.6587394979283809	0.5606496302493754	0.41473889346032083
O96017_WT	Mean	251.0	0.4532291568900967	0.5313002842927714	0.7275186580363412	0.01060370490312143	0.10282208480808752	0.5544677448926218	0.45837417125424906	2.7598466682434077	0.08741496245136453	0.014600999027279701	0.6778456953430012	0.6182693561805531	0.4585654638395866
O96017_WT	SD	0.0	0.01617911190499139	0.059782467114126596	0.04099681391861233	0.0010469980681472575	0.005109124096480554	0.028577707090282775	0.011951972742082794	0.46000180670860563	0.009526634905390458	0.0015523070388106643	0.009120314641012246	0.0336410420910134	0.025650671662455434
O96017_WT	Test set	228.0	-0.905280662622322	1.9178026120837373	1.3848475049924223	0.03246950777105087	0.18019297370056045	1.1438749730294213	-0.02151068810176615	3.1809406471252437	0.2994178865854751	0.04725651112596898	0.22296526222871846	0.24046778618518677	0.16221694693610347
P04049_WT	Fold 1	116.0	0.28088133228628287	0.15831428188312174	0.3978872728338037	0.0032478729940348975	0.05699011312530356	0.2387651800287181	0.28416768816554305	1.7406760215759274	0.026475248058310117	0.004465885958343702	0.5334318139520754	0.39851273798117	0.3228935796141937
P04049_WT	Fold 2	116.0	0.2821551592201774	0.19419338856858434	0.4406737892915624	0.0036826064608804204	0.06068448286737245	0.25554399447605525	0.28216614053757116	2.0191676368713374	0.03130219651361249	0.0050954317825222875	0.542916454074199	0.2117159327681681	0.16167204266054852
P04049_WT	Fold 3	116.0	0.20095912943258054	0.13755367448041672	0.3708822919477509	0.0028894005279009507	0.05375314435361852	0.24221214672614788	0.23310668449810035	1.5813033103942873	0.023154879363067087	0.003922465978273431	0.5120883323207053	0.3631859634839636	0.292581430169104
P04049_WT	Fold 4	116.0	0.02667266810964053	0.3232618990087975	0.5685612535240134	0.005913467801644486	0.07689907542776107	0.31384978909328065	0.026809738277432826	2.7422434654235843	0.05178741213278913	0.00838056761987278	0.3077596632336038	0.39761066177550386	0.3153393942004341
P04049_WT	Fold 5	115.0	0.06119765205809169	0.26347812347920585	0.5133012015173993	0.004784110146255688	0.06916726209888381	0.287499760470183	0.07278619297064781	2.296018909454345	0.041531094462246745	0.006601759671719351	0.41144553528263383	0.41091772658636033	0.32641658907708404
P04049_WT	Mean	115.8	0.1703731882213546	0.2153602734840252	0.4582611618229059	0.004103491586143289	0.06349881557458789	0.26757417415887697	0.17980728888985903	2.0758818687438962	0.03485016610600511	0.00569322220214631	0.46152835977264345	0.35638860451903315	0.2837806071442729
P04049_WT	SD	0.3651483716701107	0.09849864290245004	0.0628679002649061	0.06681430141784529	0.0010101567606550482	0.007713192527944363	0.026319755979420725	0.09922282876181038	0.3769804390756291	0.009583076917207894	0.001474593219237311	0.08216197496941198	0.06760610403686046	0.05676202459604804
P04049_WT	Test set	42.0	0.015538667376478688	0.27390207349360235	0.5233565452859096	0.00507568114626971	0.07124381479307317	0.3967772473834811	0.08102903988420485	1.4212190856933598	0.043859643260235656	0.007055731125581105	0.4174420696682732	0.3765497123409772	0.2659698025551684
P04629_WT	Fold 1	6.0	0.24001832894930308	0.21839021183670396	0.4673223853366153	0.004908152808060401	0.0700582101402855	0.32814153353373215	0.3996346153241057	0.8515795860290529	0.0392958338724115	0.007130973451001443	0.6322979698806301	0.4058397249567139	0.41403933560541256
P04629_WT	Fold 2	6.0	-0.9528171117694488	0.3367457355706353	0.5802979713652593	0.008009697947700555	0.08949691585580229	0.5319393253326415	-0.2816172823714771	0.842371315002441	0.06240633783178821	0.011579563071856258	-0.178468222484205	0.02898855178262242	0.0
P04629_WT	Fold 3	5.0	-0.4843081427327913	0.9526274223254368	0.9760263430489142	0.018436635986885764	0.13578157454855855	0.5689631446838378	-0.15853182689243006	2.1525600814819335	0.16276912876144714	0.028001596643643455	-0.021788713162338685	0.6	0.39999999999999997
P04629_WT	Fold 4	5.0	-0.11313320479306843	0.3485496121241886	0.5903809042679045	0.007531976767951266	0.08678696196982164	0.5049109741210938	-0.08929781769350775	0.8405593338012691	0.05964252300096682	0.010237940235775955	0.3174539510004146	0.4103913408340617	0.31622776601683794
P04629_WT	Fold 5	5.0	0.0209800400918857	0.9657720967754285	0.982737043555105	0.020443392811357205	0.14298039310114238	0.7664299400329592	0.021009119760459605	1.8247770042419438	0.16712955801781887	0.029217067198861812	0.18069076157507458	0.0	-0.19999999999999998
P04629_WT	Mean	5.4	-0.257852018050824	0.5644170157264787	0.7193529295147596	0.01186597126439104	0.10502081112312207	0.5400769835408529	-0.02176063837456992	1.3023694641113281	0.09824867629688651	0.017233428120227785	0.18603714936191512	0.2890439235146796	0.1860534203244501
P04629_WT	SD	0.447213595499958	0.38315022986512126	0.29719822723548917	0.1977969887810307	0.005756320948158361	0.026403921669462878	0.12799060895735076	0.21220914058187265	0.5202262539306591	0.05026266106127622	0.008588011896301798	0.2557679399976748	0.21456751948791247	0.22299073050855686
P04629_WT	Test set	21.0	-0.48941806596703885	0.4776729566189034	0.691138883741107	0.009959179481113006	0.09979568869000807	0.5360166435241698	-0.4140805847959057	1.917060623168945	0.08254327988200603	0.01433330588564949	0.0034923125812547084	0.045454545454545456	0.028571428571428574
P05129_WT	Fold 1	177.0	0.335190754159721	0.3282761625114508	0.5729538921339576	0.006796629659202712	0.08244167428675082	0.4107657110354322	0.3362208957620447	2.6017997741699226	0.05549642051497318	0.009462741299956225	0.5946098808523785	0.46538640679061943	0.3396300399869917
P05129_WT	Fold 2	177.0	0.36863472636838757	0.30340757093419124	0.5508244465655017	0.006252536275298071	0.0790729806906131	0.380225709538002	0.3724801330681001	2.230944080352783	0.05098658139634339	0.008642023829902484	0.6262567281151982	0.5227748738914595	0.39181511418076953
P05129_WT	Fold 3	177.0	0.3197871074827071	0.524679378544747	0.7243475536955634	0.009671514364268335	0.09834385778617968	0.4974050063224836	0.3333972767068525	3.2054397811889643	0.08445015581351516	0.013760242671355416	0.5788748434410561	0.4989153573921754	0.36739201500082974
P05129_WT	Fold 4	177.0	0.33156050214868815	0.3673467080917176	0.6060913364268768	0.007432760956654731	0.08621346157448227	0.43318631604297014	0.33169031632350643	2.5764411926269535	0.061950793080140405	0.010535122464649353	0.590895266918467	0.5488211417440779	0.4034047836169131
P05129_WT	Fold 5	177.0	0.3927861072263128	0.3649004053449165	0.6040698679332686	0.007542698251534378	0.08684870898023976	0.4465991168695656	0.3945163995326625	1.862896827697754	0.06130957924422536	0.010387150199431816	0.628954373052143	0.4823926467001072	0.37131763906335863
P05129_WT	Mean	177.0	0.34959183947716327	0.37772204508540463	0.6116574193510337	0.007539227901391646	0.08658413666365314	0.4336363719616907	0.35366100427863323	2.4955043312072753	0.0628387060098395	0.010557456093059059	0.6039182184758486	0.5036580853036879	0.3747119183697725
P05129_WT	SD	0.0	0.024661774540680196	0.07051718028577195	0.0547513046894656	0.0010618396224933038	0.005945248775386655	0.0356146974011625	0.023168981056406652	0.40662067083473463	0.010524284574218504	0.0015892674406497637	0.018299504085207252	0.026909065994568868	0.020048441881455974
P05129_WT	Test set	67.0	-0.20774706314850278	0.4941111652186327	0.7029304127853857	0.009668680069805665	0.0983294466058142	0.545227357835912	0.10160189319994939	1.917093906402588	0.08237566390211544	0.013838371973203397	0.46083693669894993	0.4028733912804448	0.274660661602002
P06213_WT	Fold 1	11.0	-0.8705351301344335	0.7165442845679241	0.8464893883374581	0.015068591527245654	0.12275419148544646	0.45755187364058064	-0.8599618656920336	2.105715515136719	0.12332972874454756	0.021395561073192404	-0.1320940292963092	0.040451991747794534	0.030934411244487297
P06213_WT	Fold 2	11.0	-0.13915617923811996	1.7081464642686932	1.3069607738064266	0.030990825409983932	0.17604211260372882	0.8476296580921521	0.04613074699116404	3.28172747039795	0.2827068305332944	0.047414030196170416	0.23942000396206667	0.3221930381127963	0.25584085962673253
P06213_WT	Fold 3	11.0	-72.72378503146159	0.4696534121743097	0.6853126382712562	0.01028838020379694	0.10143165286929391	0.3778659407875754	-51.19420284524873	1.8373126983642578	0.07792695075417248	0.013011252989885591	0.060182939918939436	0.26967994498529685	0.21654087871141106
P06213_WT	Fold 4	11.0	-0.15396800126793653	0.6804906005834661	0.8249185417866822	0.013491361653828743	0.11615232091451613	0.4281943529302424	0.053086556540352436	2.345907947540283	0.11768516668968167	0.020505363161299816	0.23771729389440527	0.561640208069328	0.41024184123315394
P06213_WT	Fold 5	11.0	-7.964668323283174	0.37027354872183393	0.6085010671492975	0.008389492948768555	0.09159417529935271	0.3675150878212669	-6.536450928500068	1.8559931755065922	0.06270436053602003	0.010704118058427243	-0.2903256531192924	-0.46328624665692747	-0.3699978320503042
P06213_WT	Mean	11.0	-16.370422533077054	0.7890216620632453	0.8544364818702241	0.01564573034872476	0.12159489063446763	0.4957513826543634	-11.698279667181863	2.2853313613891606	0.13287060745154322	0.022606065095795096	0.02298011107196195	0.14613578725165768	0.10871203175309616
P06213_WT	SD	0.0	25.861915639427526	0.43573088503644153	0.22166032668717764	0.007323484119731631	0.02677705672643136	0.16339267639430313	18.1662110362522	0.4854188193951893	0.07154791790882364	0.011937546953874754	0.18997843135535197	0.3166142548526264	0.24474703613716517
P06213_WT	Test set	26.0	-1.306538638987086	3.148056141442505	1.7742762303098423	0.05756450554828052	0.23992604183014507	1.5151781965402455	0.04251468955393345	3.046623077392578	0.5199020369922583	0.08710397733705988	0.24209341287691277	0.11931623931623932	0.027692307692307693
P06241_WT	Fold 1	15.0	0.08274379499095363	0.8249696966072088	0.9082784246073495	0.016168062268179198	0.1271536954562438	0.6955932665506999	0.11745502421786347	1.8408365516662597	0.13798840288755218	0.023215391509721753	0.36449867795137925	0.23242549051998873	0.16682120232032635
P06241_WT	Fold 2	15.0	0.2600847773962448	0.31497863490436656	0.5612295741533643	0.007419336774527328	0.08613557206246052	0.4451784118652344	0.26009584621097426	1.2026875572204592	0.0573108842787614	0.010497579709490374	0.5100449177523808	0.4905778905196061	0.39090181990396616
P06241_WT	Fold 3	15.0	0.4170185750651858	0.32869542104389715	0.5733196499718958	0.007128781334956409	0.08443211080481412	0.35353892110188806	0.4186472149476306	1.7937825050354004	0.05821469501306957	0.010364861582405993	0.6656664468141525	0.5722216718399924	0.53239713749995
P06241_WT	Fold 4	15.0	0.5411058108870828	0.23980070604181875	0.489694502768633	0.0053859671951686176	0.07338914902878094	0.4255836853027343	0.5993630658522566	0.8920647048950192	0.041819959609693785	0.007341823113557577	0.7783756154162452	0.8219394233058879	0.6461650954460546
P06241_WT	Fold 5	15.0	0.22461686193126595	0.4046556976977008	0.6361255361150823	0.0085651878295661	0.09254829998204235	0.5069586636861164	0.2892955391613399	1.5147412834167477	0.0701157271424434	0.012223337018574061	0.5545615228950087	0.5369587277665532	0.4217510852078248
P06241_WT	Mean	15.0	0.3051139640541466	0.4226200312589984	0.633729537523265	0.00893346708047953	0.09273176546686833	0.4853705897013346	0.33697133807801294	1.4488225204467773	0.07308993378630406	0.012728598586749953	0.5746294361658333	0.5308246407904056	0.43160726807562433
P06241_WT	SD	0.0	0.14501189429813374	0.18975395418463042	0.1323093109899019	0.0034304818368153167	0.016690485160645016	0.10585295834519336	0.14826249400397007	0.32852685335504667	0.03073738118798817	0.004996835046916322	0.1281464393941865	0.17183374309258687	0.1460932336638947
P06241_WT	Test set	12.0	-1.2976859298457737	0.8116910466816778	0.9009389805539983	0.017182757106286833	0.13108301608632156	0.7594744675954184	-0.725255299715746	2.0736002731323246	0.1424806006464451	0.025138069210710528	-0.2863630321358057	-0.3356643356643357	-0.2424242424242424
P06493_WT	Fold 1	10.0	-2.074843320683878	1.4035324046983397	1.1847077296524826	0.024180635224279868	0.15550123865834595	0.937979319381714	-0.21685687880181614	2.01979695892334	0.2027517928991248	0.02961668009563887	0.38706316468198015	0.4787878787878787	0.3333333333333333
P06493_WT	Fold 2	10.0	-0.4938677619093703	1.425161272949918	1.1938011865255949	0.0253248715178583	0.15913790094712918	1.0379673629760742	-0.485938119335364	1.9336298065185549	0.21555498367305362	0.03285108037792659	-0.0647661774599274	-0.07878787878787878	-0.022222222222222223
P06493_WT	Fold 3	10.0	-0.28800592317626195	1.5363144155570412	1.2394815107765993	0.022939430240243357	0.15145768465232576	1.0338537559509278	-0.28086791899610697	1.9142917175292968	0.21282119810693595	0.029712401108707855	0.1206497529523958	0.17575757575757575	0.1111111111111111
P06493_WT	Fold 4	10.0	-0.12819502124439985	0.3230239072086297	0.5683519219714399	0.005368704936572636	0.07327144693925892	0.43272833747863776	-0.1277069471940515	1.0296025390625	0.04788622700046528	0.007115459935923774	0.3700243368030475	0.29696969696969694	0.19999999999999998
P06493_WT	Fold 5	10.0	-0.0317037999051033	1.6523896919084737	1.2854531076272186	0.023675581848858214	0.1538687162774104	1.0459968002319333	0.04494594055176315	2.540994640350341	0.2282280453878279	0.03195469208323147	0.23201843504378936	0.05454545454545454	0.06666666666666667
P06493_WT	Mean	10.0	-0.6033231653838026	1.2680843384644807	1.0943590913106669	0.02029784475356248	0.13864739749489402	0.8977051152038573	-0.2132847847551151	1.8876631324768067	0.1814484494134815	0.026250062720285718	0.20899790240425706	0.18545454545454543	0.13777777777777778
P06493_WT	SD	0.0	0.6866916421486796	0.43889948349292207	0.24231955095522723	0.006850953186382798	0.029926909872990612	0.21526177463797563	0.1596489662361289	0.44410798347297226	0.06141190891414631	0.008808813329731694	0.1532529836923695	0.17584811321864935	0.11066577420434427
P06493_WT	Test set	48.0	-1.1915403216670506	1.4653005331241606	1.2104959864139	0.028307681428548226	0.16824886754016571	0.9991870658397675	-0.5103591035391568	2.723344451904297	0.22569512951225099	0.03513503802904466	-0.058272513537024895	-0.08738838986039102	-0.06474501745271859
P07332_WT	Fold 1	162.0	0.1889491217656165	0.16390254452867298	0.4048487921788491	0.0031777123966323702	0.05637120183775019	0.16605833298483014	0.19057081745350857	3.1632722892761223	0.027022585212203017	0.004521858229214587	0.45736127180878855	0.4352872784088423	0.35099034971009596
P07332_WT	Fold 2	161.0	0.12865291271665424	0.0344933058069256	0.18572373517384794	0.0008197073188625986	0.028630531236122716	0.09496239644400081	0.1557319428225037	1.273252513885498	0.00632395498825541	0.0011642443300746619	0.5073399441509335	0.23468832635417045	0.18702958411644688
P07332_WT	Fold 3	161.0	0.2702395303282119	0.08176020327338047	0.2859374114616352	0.0016925835687407512	0.041141020511659056	0.10498360094816789	0.2703943457654733	2.6602590560913084	0.014330796755137851	0.002534311478711366	0.5204002383070483	0.23318448122005475	0.18486705022905683
P07332_WT	Fold 4	161.0	0.08841365644378207	0.06898125329703544	0.2626428245679585	0.0015959767340353922	0.0399496775210438	0.12684939589411573	0.08846123514831028	1.439408302307129	0.01248689042661453	0.0022710971110676127	0.40835742218857	0.28827275678691766	0.23129773302898546
P07332_WT	Fold 5	161.0	0.29066745537196426	0.09801539724787908	0.3130741082361796	0.002169878236763603	0.04658195183505735	0.1347626852189532	0.3135761954614241	2.2736945152282715	0.017626582782433644	0.0031944513659155262	0.5693451869708205	0.34173690576239096	0.27051926876629057
P07332_WT	Mean	161.2	0.1933845353252458	0.08943054083077873	0.2904453743236941	0.0018911716510069433	0.04253487658832662	0.12552328229801354	0.20374690733024398	2.161977335357666	0.015558162032928891	0.002737192502996751	0.4925608126852322	0.30663394970647523	0.24494079717017514
P07332_WT	SD	0.3651483716701107	0.07141358188031083	0.03897624559786302	0.06501298181099388	0.0007079874682954136	0.008264175933044123	0.022679145089425288	0.07334187747908094	0.6551456329273171	0.006217194943316974	0.0010105022679461608	0.05036287509880705	0.06915203908295287	0.056346343671929526
P07332_WT	Test set	207.0	-2.780617973281218	3.758422505576082	1.9386651349771786	0.07048543355057778	0.2654909293188334	1.7126086263979112	-0.015076865361123737	3.6199350547790523	0.6342786018342131	0.10819242101924	0.09828287918881792	0.1681221814103875	0.12043391377922771
P07333_WT	Fold 1	204.0	0.13007509493795788	0.40023766076457523	0.6326433914651881	0.00790179326715148	0.08889203151661841	0.42663301922293256	0.13009232918047653	3.3908944129943848	0.06661812703488573	0.01122180312821452	0.3886141486507828	0.42558383276971107	0.31019920425387154
P07333_WT	Fold 2	204.0	0.1992333213933123	0.3663745728835446	0.6052888342630687	0.007466079258121877	0.08640647694543434	0.4256895532234042	0.1997374578848068	2.650523220062256	0.06146577820324286	0.010419022705405031	0.4632903636438418	0.4056227815720784	0.2984583864519031
P07333_WT	Fold 3	204.0	0.26271872431064724	0.30715528105838147	0.5542159155585317	0.006450048118292918	0.08031219159189293	0.4095266104679482	0.2633486015191484	2.240392971038818	0.05242533742368592	0.009037659428896885	0.5184374938144447	0.41928455078409055	0.3111270213103799
P07333_WT	Fold 4	204.0	0.11011980787687603	0.29882052459432756	0.5466447883171737	0.006252941192910341	0.07907554105354159	0.3959753461351582	0.11483006340265167	2.5118530502319327	0.050462440272888744	0.008609737410537277	0.4026325095374883	0.33323876918622125	0.24276709797764923
P07333_WT	Fold 5	204.0	0.1300324146475761	0.3455238970237492	0.5878128078085312	0.007178017687422416	0.08472318270356949	0.41981152880425543	0.13252955751371542	2.4733693809509276	0.05872214722326653	0.01007353888639383	0.43313283252739215	0.38381241479939726	0.28202566053949235
P07333_WT	Mean	204.0	0.16643587263327392	0.3436223872649157	0.5853211474824987	0.007049775904779806	0.08388188476221135	0.41552721157073974	0.16810760190015978	2.653406607055664	0.05793876603159396	0.00987235231188951	0.4412214696347899	0.3935084698222997	0.28891547410665924
P07333_WT	SD	0.0	0.051905165494174524	0.034311377163320084	0.029176782646005414	0.0005642557042285215	0.003367159227858281	0.01051388115173058	0.051024095792580944	0.3575210142070102	0.005395648713557151	0.0008613217227632078	0.04237022261301063	0.030458830424299668	0.023146487582807497
P07333_WT	Test set	55.0	-0.3200121039737476	0.7099645679770413	0.8425939520178396	0.01348050256486964	0.11610556646806233	0.665483918762207	-0.21662119206076103	2.2747180557250974	0.11626865057223751	0.01920393159509995	0.03591807731051317	0.01919226537587427	0.014819805488634943
P07947_WT	Fold 1	12.0	0.18197235129349776	0.7336624747145017	0.8565409941821243	0.01474823219605753	0.12144229986317588	0.6453892513910929	0.28130251522023964	1.8403744659423822	0.11980682400784677	0.0197634245367249	0.5354463615988226	0.30412188112182115	0.1651445647689541
P07947_WT	Fold 2	12.0	-0.17472160271381054	1.8776676596099493	1.3702801390992827	0.03140970859951151	0.17722784374784767	1.0814134117762249	0.14211278068634026	2.830203350067139	0.2910700024066797	0.04579858704724856	0.3789033973983972	0.40141840466627926	0.2636371929462334
P07947_WT	Fold 3	11.0	-0.6627415258263125	0.4556549943710042	0.6750222176869471	0.010578622123383853	0.10285242886477622	0.5637671692588113	-0.49073542349476185	1.2407850112915035	0.08163662450777034	0.014740569226498296	0.33046438871906614	0.3241772803435014	0.26130983196739516
P07947_WT	Fold 4	11.0	-0.8153928521426586	0.6529463379937752	0.8080509501224382	0.014724615777046774	0.12134502782169022	0.6665756735368208	-0.27547374056514906	1.676985740661621	0.11153976798113584	0.019156134574016305	0.16375858533104953	-0.08423386302853227	-0.09249945801257604
P07947_WT	Fold 5	11.0	0.28504691376381663	0.6548171176903748	0.8092077098559892	0.013919930457672942	0.11798275491644082	0.6903565517772328	0.2958130650158295	1.4644277038574218	0.11164678810692924	0.019208765435682163	0.5439894854327972	0.28603877677367767	0.14070529413628968
P07947_WT	Mean	11.4	-0.2371673431250935	0.8749497168759209	0.9038204021893563	0.017076221830734522	0.12817007104278616	0.7295004115480366	-0.009396160627500306	1.8105552543640138	0.14314000140207236	0.023733496164034043	0.3905124436960265	0.24630449597534945	0.14765948516125924
P07947_WT	SD	0.447213595499958	0.40160997005620863	0.4652879544357613	0.2199590822975024	0.006690533198859363	0.023249636549518875	0.1652658056000431	0.28956810234627756	0.5004755489451107	0.06855750016087123	0.010205618277891505	0.12891786406131198	0.15508157266599068	0.11860131871124964
P07947_WT	Test set	21.0	0.023623987121338952	0.5766823710856697	0.7593960568015018	0.011723179900452088	0.10827363437352645	0.6570711758931479	0.03051939271374382	1.474083652496338	0.0966377041264721	0.016302001518131142	0.48792971363491894	0.34025974025974026	0.26666666666666666
P07948_WT	Fold 1	14.0	0.5015140418450802	0.5897477602288234	0.767950363128258	0.01125291256573118	0.10607974625597093	0.5942465575081961	0.5037056769562003	1.6319537162780762	0.09340030791801038	0.014995891391567222	0.7200094992762027	0.5656201809510703	0.42599960937769993
P07948_WT	Fold 2	14.0	-0.44856328177594595	1.4911993843643732	1.2211467497251807	0.028158575268059923	0.16780517056413943	1.0437068737574986	-0.31049574839840965	2.595588108062744	0.24556265079607695	0.04079426339686016	0.10621328422942641	0.07284839211484015	0.08939803125353483
P07948_WT	Fold 3	14.0	-0.4053573090126026	1.1417586546330358	1.068531073311879	0.022002095718911215	0.14833103424068483	0.8378980042593821	-0.29489888277041487	2.615363597869873	0.17947734602727675	0.028503402116616203	0.09158645042969982	0.334916035431928	0.19800935804747347
