target	index	number	error	R2	MSE	RMSE	MSLE	RMSLE	MAE	Explained Variance	Max Error	Mean Poisson Distrib	Mean Gamma Distrib	Pearson r	Spearman r	Kendall tau
P28572_WT	SD	0.0		0.1324167678425749	0.2027745684406793	0.13118227079796765	0.002852932396554371	0.013414981405806669	0.08443170697777184	0.11972836474464589	0.4436098794745265	0.02776114949447997	0.003811767661462391	0.08699740800074567	0.17173245301633913	0.1567932741208327
P28572_WT	Test set	57.0		0.023555637444085176	1.2157538371798067	1.1026122787180481	0.019908292237502432	0.14109674779208212	0.920961124152468	0.36742660440332897	2.8032735824584964	0.18410257491834808	0.028229371986063283	0.6104087538495021	0.5935246232853072	0.4181737870162496
P48067_WT	Fold 1	95.0		0.4943517861558463	0.5023459956271189	0.7087637093045318	0.008155774817952637	0.09030932852121444	0.5356497890271639	0.4946549410206946	1.98435604095459	0.0729620984765023	0.01070815583795977	0.7175439041627345	0.6745428777431963	0.505098118478475
P48067_WT	Fold 2	94.0		0.4829718771042303	0.6992760231625377	0.8362272556922177	0.011783083847688988	0.10854991408420823	0.6478782532062936	0.4859470553257713	2.6891074180603027	0.10230785161311463	0.01528908423762384	0.6971175313978049	0.7106872574084384	0.5251231259347786
P48067_WT	Fold 3	94.0		0.4600555748957482	0.5060391889110419	0.7113643151796707	0.009078974057377015	0.09528365052503507	0.5365662576391341	0.4601113302669202	2.230171222686767	0.07723497088639251	0.011956160770950847	0.6850091985853168	0.6674854782945195	0.501602682408669
P48067_WT	Fold 4	94.0		0.4129973193690345	0.49676327757920874	0.7048143568197294	0.009216089656786703	0.09600046696129505	0.5067306112735829	0.41343062038162226	3.283154888153076	0.07646280174774221	0.011953927295947285	0.6711983220934363	0.6520267465409562	0.49273055317858494
P48067_WT	Fold 5	94.0		0.6777679209055449	0.34542005413081106	0.5877244712710294	0.0057851294946934945	0.07606003875027605	0.48239398087846463	0.6799446379899928	1.8406270675659178	0.05087325885439834	0.007629858191218939	0.824642466575765	0.8110425952599242	0.6223091575107518
P48067_WT	Mean	94.2		0.5056288956860808	0.5099689078821437	0.7097788216534358	0.008803810374899768	0.09324067976840576	0.5418437784049279	0.5068177169970003	2.4054833274841307	0.07596819631563001	0.011507437266740136	0.7191022845630115	0.703156991049407	0.529372727502252
P48067_WT	SD	0.3651483716701107		0.08259327473905072	0.10260072231779468	0.07178052320792311	0.0017632424688474682	0.009573662274933191	0.051763469274798316	0.08312549226539788	0.47921726337143267	0.014913189374613176	0.002250038156384592	0.05013584225591693	0.0522837366576565	0.04350923297249663
P48067_WT	Test set	206.0		-0.24544068609097858	1.906196027001187	1.3806505810671963	0.028241729940798516	0.16805275939656128	1.1156276124009807	-0.20854680792791291	4.047049674987793	0.26398730309262025	0.037121692710963036	0.05275205792785659	0.0029144913271784744	-0.0021358444754664366
Q9WTR4_WT	Fold 1	81.0		0.45626146753553043	0.5028217814251743	0.7090992747318067	0.008882899309755358	0.09424913426528309	0.571162973144908	0.4586555293016533	1.663359832763672	0.07607592155794309	0.011660732764675224	0.7014884989597949	0.665887482613458	0.4853174266651177
Q9WTR4_WT	Fold 2	81.0		0.26506648007048916	0.8558561443577648	0.9251249344589977	0.015871738954614037	0.12598308995501753	0.7016417825957875	0.27327874883988834	2.8737989425659176	0.13086033692171015	0.020402350210599093	0.5613634353051248	0.5502526609199359	0.3956757936452505
Q9WTR4_WT	Fold 3	81.0		0.39045473322246327	0.5827641517825557	0.7633899080958273	0.009778292183369756	0.09888524755174433	0.5669353755903833	0.44746066861659217	2.5247196578979487	0.08831534735046646	0.013580388026778346	0.6864743617653788	0.6593415297790614	0.4916520520934376
Q9WTR4_WT	Fold 4	80.0		0.574873295032826	0.3835655945113678	0.619326726785925	0.0066963860769966325	0.08183144919281726	0.48551358532905586	0.5755880425746465	1.7298827362060543	0.05775408610901049	0.008839012780392636	0.7587484909114195	0.7392868872113346	0.5544998116529678
Q9WTR4_WT	Fold 5	80.0		0.35250219418368645	0.6682085103774471	0.8174402182284936	0.011838154066651662	0.10880328150681698	0.6072257091522217	0.35731296118053624	2.505321388244629	0.10434501325990095	0.016656703252989673	0.6236571125297541	0.6022739270731136	0.43828280979604695
Q9WTR4_WT	Mean	80.6		0.407831634008999	0.5986432364908619	0.76687621246021	0.01061349411827749	0.10195044049433584	0.5864958851624713	0.4224591901026633	2.259416511535644	0.09147014103980625	0.014227837407086996	0.6663463798942943	0.6434084975193807	0.4730855787705641
Q9WTR4_WT	SD	0.447213595499958		0.09486267097267596	0.14531006845466818	0.09373771587762271	0.002833877991329088	0.013527804739633399	0.06390545086776465	0.09298972125707192	0.43665591391490216	0.022734177439386407	0.0036531412387275026	0.06194358523389312	0.058197787294866764	0.04886395554979758
Q9WTR4_WT	Test set	35.0		-0.45016633808659545	1.2629961507815093	1.1238310152249356	0.02094067900513144	0.14470894583657032	0.9217943992614746	-0.40186139687913935	2.317762603759766	0.18942543576973694	0.028575130158061388	-0.12581650606890887	-0.17020382809042034	-0.09098596877398533
P23977_WT	Fold 1	199.0		0.6281194444604485	0.48885111275913645	0.6991788846633861	0.008470684578323824	0.09203632205995535	0.5226852805937953	0.6281329569030655	2.6562733383178703	0.07339189943027515	0.011238554713314468	0.7936637167942402	0.7945132678424247	0.6077705366912909
P23977_WT	Fold 2	199.0		0.7324128979430262	0.3787537115029651	0.6154296966372074	0.00665142266858658	0.0815562546257893	0.4779521572553932	0.7331065213081491	2.088844699859619	0.05704406195428918	0.008759087106935669	0.8565241752333921	0.8517194974223157	0.6674622133820213
P23977_WT	Fold 3	199.0		0.6637583049968929	0.4389181179265264	0.6625089568651328	0.007289478708130753	0.08537844404842919	0.5201924724291317	0.6649542784216252	1.9969490432739256	0.0643686976136166	0.009631498870428455	0.8156801246020604	0.8098388253291186	0.6192834988308947
P23977_WT	Fold 4	198.0		0.6590517204028553	0.4613246633182023	0.6792088510305223	0.008444587443160572	0.09189443641026682	0.5148912311130099	0.6714413241085532	3.09078161239624	0.0735537206417084	0.01209814344919078	0.8215818017860278	0.8424715349321509	0.6507131092591113
P23977_WT	Fold 5	198.0		0.674521158352158	0.4207036633858465	0.648616730732292	0.007370965949118331	0.08585432982161313	0.5098860836799699	0.6745284926538825	2.1780035781860354	0.06300498644015873	0.009659296745665534	0.8214769126876335	0.8269350879336222	0.626532683890169
P23977_WT	Mean	198.6		0.6715727052310763	0.4377102537785353	0.6609886239857081	0.007645427869464013	0.08734395739321074	0.50912144501426	0.6744327146790551	2.4021704544067384	0.0662726732160096	0.01027731617710698	0.8217853462206708	0.8250956426919263	0.6343524084106974
P23977_WT	SD	0.4472135954999579		0.0311347828232968	0.034008784955401945	0.025889070087837345	0.0006467586038976816	0.0037037116920052146	0.01478707141931186	0.03078170858187142	0.3766921403076024	0.005819037710891898	0.0011063030777483179	0.018416580280488634	0.019070863282869808	0.0198273705984875
P23977_WT	Test set	252.0		0.11373212323282356	0.9232070420463195	0.9608366365029591	0.016460244828728158	0.12829748566799024	0.740771010292901	0.12351233434799447	4.351272010803223	0.1451890004170638	0.023186496715620515	0.4518571230153643	0.439890209988723	0.3073077852239818
Q01959_WT	Fold 1	253.0		0.6552519167837292	0.3763824445245415	0.6135001585366882	0.00687587350042444	0.08292088699733283	0.45985635596113245	0.655400067774917	2.495065090179443	0.058480625493917665	0.009234789604162928	0.8096464698911874	0.7904456587131222	0.6062556931635684
Q01959_WT	Fold 2	252.0		0.5724211577752059	0.4758832548417206	0.6898429204113938	0.008289988007675393	0.09104937126458036	0.5158169487544468	0.5763342045939517	2.5098315238952633	0.07249656256631087	0.011241384991547827	0.7604313554747775	0.7802760829932394	0.5799409998829941
Q01959_WT	Fold 3	252.0		0.5795664554444391	0.42965686031064587	0.6554821586516645	0.007615462051271686	0.0872666147577164	0.5058421143425835	0.5800993191678677	2.3890383949279776	0.06564302411153453	0.010188198362475078	0.7629840653804942	0.7689580159115549	0.5700004193734314
Q01959_WT	Fold 4	252.0		0.5987734725912905	0.4160310892729438	0.6450047203493504	0.007164402844895148	0.08464279558766445	0.4784818572089785	0.6003178418732348	2.8797005081176756	0.06266231673038848	0.009609891554301447	0.7748492943006811	0.778185669865629	0.5865305348707388
Q01959_WT	Fold 5	252.0		0.6058853042516659	0.48047531490190437	0.6931632671325741	0.008773752143754452	0.09366830917527258	0.5152196418368628	0.6110697371841854	2.457711429595947	0.07389073227423629	0.01154717796775793	0.7818067727346998	0.7607926579794982	0.5700817442076729
Q01959_WT	Mean	252.2		0.6023796613692661	0.4356857927703512	0.6593986450163343	0.007743895709604223	0.08790959555651333	0.4950433836208008	0.6046442341188313	2.5462693893432613	0.06663465223527756	0.010364288496049041	0.7779435915563679	0.7757316170926087	0.5825618782996812
Q01959_WT	SD	0.3651483716701107		0.026579201844980912	0.035499952486096234	0.027068119639372844	0.0006409096157602929	0.0036284430424169648	0.020279899990616197	0.02594889217699369	0.15689168614995067	0.00532703197629573	0.0008210172544195971	0.016124707620189284	0.009239694606137579	0.01223083602190646
Q01959_WT	Test set	460.0		0.07475334780683673	0.862465636488539	0.928690280173395	0.015516265516165901	0.12456430273624101	0.7466811472685441	0.08593412249831067	3.20569450378418	0.1326604896738554	0.020665067830421498	0.389676037479724	0.39286097026360695	0.2659271517989005
P31645_WT	Fold 1	494.0		0.60116117645955	0.5263094252012775	0.7254718638246955	0.008805984362223875	0.09384020653336114	0.5416742656491547	0.6032465148297068	3.0351382255554196	0.07750729116596629	0.01167860202617118	0.7792003625646089	0.7737873507612724	0.5869071094770276
P31645_WT	Fold 2	494.0		0.6589536228094033	0.4740058644007708	0.6884808380781348	0.0077030389016511614	0.08776695791498736	0.5160474680850381	0.662542812514519	2.8589186668395996	0.06842596159420546	0.01007273143624647	0.8140005701606126	0.8147865042433233	0.6313513863897553
P31645_WT	Fold 3	494.0		0.6022898131011463	0.5518336574188316	0.7428550716114359	0.008727058964774395	0.09341872919695705	0.5535056010103419	0.6032111214229733	2.961336631774902	0.07839204055178038	0.011320269190844749	0.7769350552022498	0.7617798101947064	0.5776993922771527
P31645_WT	Fold 4	493.0		0.6122033994266136	0.48474956809974135	0.6962395910171594	0.0078037155731905785	0.08833864144976748	0.5231660858138821	0.6137311410915025	2.7226282882690427	0.0694369220134888	0.010120760307798021	0.784143837564212	0.7773639962331265	0.5902714100732512
P31645_WT	Fold 5	493.0		0.6252243265646302	0.5052427335920567	0.7108042864193046	0.008208878888062323	0.09060286357539878	0.5277571217921878	0.6256664827796513	2.5472801780700687	0.07260384417000476	0.010670412976662675	0.7916444614729026	0.7924554549034005	0.6056442186089361
P31645_WT	Mean	493.6		0.6199664676722687	0.5084282497425356	0.712770330190146	0.008249735337980468	0.09079347973409437	0.5324301084701208	0.6216796145276706	2.8250603981018068	0.07327321189908913	0.010772555187544618	0.7891848573929172	0.7840346232671658	0.5983747033652246
P31645_WT	SD	0.4472135954999579		0.019467972282818866	0.025688823579637636	0.017951465658960858	0.0004156783001404164	0.002287534290282692	0.012286039869285125	0.020123529760663318	0.158904832934342	0.003714629698348269	0.0005839426887667698	0.012227216390764175	0.01664015801580109	0.01715102055043094
P31645_WT	Test set	762.0		-0.05930432485505954	1.3507255530733897	1.1622071902519746	0.02188701178142259	0.14794259623726558	0.9443427492076644	-0.05796765087671529	3.2276917381286623	0.19482135097028805	0.028454368398069307	0.2723259386911152	0.2585389085317914	0.17471089196400771
P23975_WT	Fold 1	345.0		0.561378103532896	0.49765801438555024	0.7054488035184058	0.008898095674487006	0.09432971787558259	0.519025737154311	0.5617808068777457	2.9006507873535163	0.07552464483283063	0.011685431979633587	0.7500708956841997	0.7724395270251242	0.5784251714174475
P23975_WT	Fold 2	344.0		0.46799097703784653	0.5413765954525439	0.7357829812196963	0.009471211400204169	0.09732014899394764	0.5582138032026069	0.4682024844905138	3.1234626388549813	0.08168913480954307	0.012526261639024044	0.6883347489947778	0.6830224029838051	0.49927490936867097
